ID,Tweets,Labels
MA_YT462,Kna... karu kure ennam chaadi poyi vamshanasham neridunnenu avarude parasyam irakkiyekkuva.... kastam... ella jathiyilum chaattam und but kna..valare kuravu members alle ullu... knakarde dheena rodhanam.....,NOT
MA_YT463,Jacky Machan machan satyam paranju. Ivanmarepole Vere vargheeya vadhikal vere kanilla. Aaadharsam parayumbozhum pala chettatharavum kanikkunnu.,OFF
MA_YT464,ChiriURL kollaadhedaa ðŸ¤£ðŸ¤£ðŸ¤£ðŸ˜‚aww ejjadhi ðŸ’¯,NOT
MA_YT465,@USER ___ ippa plan cheyd vechal lockdown maarumpo pokalo,NOT
MA_YT466,athukkum mele etho oru item aanu...,NOT
MA_YT467,Enthammoooo ith evidenn kittiii ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,NOT
MA_YT468,Onnum ariyande enganeokke paranjonde Vella karyondo,NOT
MA_YT469,@USER Machan 72 padhavikalkku thelivokke ondu jacky machane pala purathana pattukalilum krithikalilum ithinekkurichu vivarikkunnundu. URL ithu oru sabhayude vishwasamanu athine chodhyam cheyyunnathu sheriyalla,NOT
MA_YT470,Orange thopURL satyam eth enthonnu ðŸ˜‚ðŸ¤ª,NOT
MA_YT471,@USER'm Refugee njangade sthanathu ningalarunnel onnum cheyyillarunnu,NOT
MA_YT472,@USER'm Refugee ino innaleyo onnum pottimulachathalla angane prnju varunnundenkil ithil oru sathyavum kanathirikkilla,NOT
MA_YT473,Ithoke patuvaarnel avnmaar athum cheythene...americayil kidannaalum uzhavur st.stephenslee vannu padiku...nalla vishamulla choraya,OFF
MA_YT474,@USER Thomas aare venel kalyanam kazhicho pakshe ithokke shortfilm okke aaki purathirakiyaal aalukal ulla sathyam ang parayum......,NOT
MA_YT475,Ee paranjath serious aayittanenkill comedy aayitundeðŸ¤£ðŸ¤£,NOT
MA_YT476,@USER Powell poyi omb myre kandam vazhi,OFF
MA_YT477,@USER Powell nee etada poori mone nee aroda konakunne poolikalayum mone,OFF
MA_YT478,@USER Powell nee ethada poorimone thanta Ella thayoli sayiURL undayavane Richard powell pediyano swanthamperu idu myre athayo daddy perittilayirno pulli scute ayyo,OFF
MA_YT479,@USER Powell nee kore konakkum peruparayanda nari enna ninte andikku orapURL,OFF
MA_YT480,@USER Machan Ethu kallavedi vechu ninne undakkiya ninde appanodu chennu para.. M***,OFF
MA_YT481,@USER Mohan satyam...enikum undu kurachu knanaya ...kannadi nokiyal poyi ..enit jada umm..,OFF
MA_YT482,Nirathinte peril kaliyakathe! Ath colorism ann.,NOT
MA_YT483,@USER Mol knanayakar meseppottomia il ninnum vannu.. Avar 7 illathil pettavar ayirunnu.. Athayath vannavar vyatyastarsyirunnu.. Ivde vannathinu sheshsm anu svar endogamy palichath,NOT
MA_YT484,Ningal paranja gene mixing avde sambsvichathanu.. 100 percent purity ennu parayunnilla.. Ath satyavumalla.. But purity pratyakdhathil avar kaathu sookshichittud.. Allathe oru cheru samohathinu 2000 varsham nilanilkan akilla,NOT
MA_YT485,Njngal vamsha shuddi enna vaakku upayogikkarilla.. Short film le prayogam mattoravasathil ullathanu.. Satyathil athile bhagangal valachodikkuka ayirunnu..,NOT
MA_YT486,Adyam keralathilethya pullide peru URL ennairnno??ðŸ¤£,NOT
MA_YT487,@USER AJ oral alla 400 per anu vannsth.. Knai thomman te leader ship il,NOT
MA_YT488,@USER Abraham Nellanikottu vannavar localumai crossbreed nadann kananulla sadyatha thallikalayan pattilla.its normal.,NOT
MA_YT489,Chila dhurbala nimishathil aa vamshashudhi marannu poyi kaanumðŸ¤£ðŸ¤£,NOT
MA_YT490,Athinu india yil aranu cristyani....ivide vannu ividutha alukale matham mattiyathallle....poorvikar ellam ezhava rum mattu jathikkarumanu,NOT
MA_YT491,Athu edakku avide okkeyo jaranmar kerithia... Shudhikalasham nadaththan...,NOT
MA_YT492,@USER AJ possible anu.. But ente parents ennod paranjath entho athakum avarod um paranjath.. That is called tradition.. Scientific evidence nekalum njnum neeyum ee lokavum viswasikkuka parents te vakkukal ayirikkum,NOT
MA_YT493,Ennalum keralathilum engane kuru pottunnavar undalloo ennu oorkkumbozhaðŸ˜ªðŸ˜ª,NOT
MA_YT494,Boban & Moly da thaayoli vallodathu ninnum valinju Keri Ivide vannittu kooduthal konachaal vannidathekku thanne thirichu vidum. Kettoda Kanakuna thaayoli,OFF
MA_YT495,@USER Mol malayalinte lookunden ningakk thonniyo? Orru Andhra cut alle ullath?ðŸ¤”,NOT
MA_YT496,@USER C jewish element dnayil kwndayiruno kashtam thanne.,NOT
MA_YT497,@USER Nirvana Thrissur krutha sriyikra katyi tharumo chetta,OFF
MA_YT498,Ayin ivar parayunne ivarude poorvikan kalyanam kazhichat Oru nair streeye aanena .. Appo anthayalum malayalkialude pole tanne varu,NOT
MA_YT499,@USER gaming angane aarum parayilla,NOT
MA_YT500,@USER panther ninte yadartha thantenem tallenem ninak ariyalo ath mathi...,OFF
MA_YT501,Eee charchakk ivde prasakthi illa.. Shame on u guysðŸ˜¤..avar enthelum paranjotte.. Nammal ath nokkanda.. Kananaya aanel knaanayaðŸ˜’verthe athinte peril prblm venda,NOT
MA_YT502,@USER Mol support cheyyunnilla enkil njangalk ith ipozhum continue cheyyan pattunnath engane..,NOT
MA_YT503,Athu seriya njanum atho alochikuvayirunu...Vamsasudhi ðŸ˜‚ðŸ˜‚,NOT
MA_YT504,@USER & Moly than Ella commentinum reply kodukkan eragithano... Angananel kure viyarkoolooo,NOT
MA_YT505,Ella knanayakarodumayii plzz keralathil kidannu vargiyatha kanikkathe ponnnee,NOT
MA_YT506,Neeyoke ethu vargathil pattathannu aadyam kanduURL ennittu njangale indakan vannamathi,OFF
MA_YT507,Njan manushya vargamanu athu kanduURL aavashyam Ella... Nigal Ethannu nigal thanne theerumanikke,OFF
MA_YT508,Ee puthiya enam sangikale thatti nadakkan pattanillallooo karthaveee,OFF
MA_YT509,Ne DNA test nadathiyano ellam thelikaru,OFF
MA_YT510,Alla ariyanmelanjittu chothikuva anoo,NOT
MA_YT511,@USER P. Roy Njan mandakku adicha link poyi vayikkada myre.,OFF
MA_YT512,@USER URL ayin nee etha negroyo,OFF
MA_YT513,Aggane annel nente onne nokkiko,NOT
MA_YT514,Than podo thanoru knanaya ane engane parayuvo,NOT
MA_YT515,@USER Thomas pure blood oo....ethinte colour onnu parayamo.... kazhttam thanne,NOT
MA_YT516,Appo ithu manassilavathath enikku mathram allalle... ee peru thanne aadhyamaayi kelkkukaya...,NOT
MA_YT517,@USER ot marichalum vendilla.. ahankarathinu kuravillallo... ðŸ¤¦ðŸ¥´ðŸ¥´ðŸ˜±,NOT
MA_YT518,"@USER world ini anagne vallom aarikkum, appo URL avare paranjitt kaaryilla, pyaavangalðŸ¤£",NOT
MA_YT519,Ee culture thanneya kurappam. Sunni Shia thammil kalyanam karicha entha kurappam. Aadyam manushyare snehikkan ariyanam. URL mathi matyedathe culturum madavum,NOT
MA_YT520,Kettarokke und bhai. Kuravaanu ennu mathram,NOT
MA_YT521,"@USER Thomas nintel ee lokath ulla ella alkardem kanak undo, athrakkum krithyathayode aanallo sir parayunne",NOT
MA_YT522,Ohh URL marriage um Indian ude gdp um thammil endbu bendhamðŸ˜‚ðŸ˜‚,NOT
MA_YT523,@USER siddiqi athalle Muhammad nabi paranjath lokavasanam adukkumbol Islam 73 aayittu devide aakum ithil Oru true vibhagam aayirikkum swargathil pokuka.,NOT
MA_YT524,@USER P. Roy angu mari iri âœ‹ðŸ˜ keralathil Thrissur ozichu Ella jillayilum ondu URL USA UK AUSTRALIA etc...,NOT
MA_YT525,@USER mariyirunnu umbe myrey ðŸ˜ŠðŸ¤,OFF
MA_YT526,"@USER James mesapotamiyil kuru pottunenu nalla marunn kittum ennu kna friend paranjitund ,,medichu thecho..",OFF
MA_YT527,I'm a kottayamkari...I lejjikal ith kottayatharno uffffff myr,OFF
MA_YT528,I'm Christian...njnglde clgl ee Jesus youthinte parupadi varum...njnglde clgil Ella mathavum ond... Ithinte alkar vannit otta mathame ollu Jesus is the only God.. njn jesusil mathre vishwasiku enn prethinja oke idikum...njn eURL orkum enth koot oolatharam anen...njn orikalum ente kootukardude irikumbo Daivam ena topic varuanel ath yeshu anen parayila..avarde manasil avarde vishwasam ente manasil enteth...immathiri theeta case karanam Christian anen parayan nanakeda,NOT
MA_YT529,@USER enthu parangalum mesapettomiyil URL enthina mesapettomiya ano niney ondakiye,NOT
MA_YT530,@USER Joseph athinu ippo entha ondayey kananaya karu jathi parangu arengilum konno chuma kedannu parayathey mownusey,NOT
MA_YT531,@USER YOONGI wifuemowlusey kottayathaley ee edaku oruthan randu perey kluramayi konnathu athonnum oru nankedum alley,NOT
MA_YT532,@USER Nanilal Panicker eda myrey anganey parango ithu oru message annu allande swoyam pongunathalla,OFF
MA_YT533,Verute entina kottayam karre parayiURL kondala njan oru kottayamkarana,NOT
MA_YT534,@USER Joseph kaddi athra nallathalla ðŸ˜‚ðŸ¤£,NOT
MA_YT535,"@USER Vijayan sathyam ,,ahh vishudha manushyante vamshashudikk 2 padi melilaa bhasha shudhi..ðŸ¤˜ðŸ¼",NOT
MA_YT536,Ningal onnum Kangaroo film kandittu ille. Athil ellavarum ithanu..,NOT
MA_YT537,@USER James angane anel manushyan anen parayunathe nanakedale..lokham muzhuvan thenditharam anelo...vargiyatha spread cheyunene athu paranj support cheyan patuo cheta,NOT
MA_YT538,@USER Vijayan atikkottey sir njangal sremikam thenks ðŸ¤ðŸ¤­,NOT
MA_YT539,@USER James ayyaaa kadikkan pattiya mothalu ... URL pazhaya chaaram kettikale kandu kadikkanda gathikedonnum njangalkku vannittilleda uvvee,OFF
MA_YT540,@USER Jacobmowluse Kottayam vittu porathu vanittila ennu mansilayi (thaval pottakenatil vinapoley) ðŸ˜‚ðŸ¤­,NOT
MA_YT541,@USER Maanaaden ninte thallayude kariyam anno?,OFF
MA_YT542,Ente ponno ormiURL sirichu sirichu chathu,NOT
MA_YT543,@USER Zainudheen eathilum matham parayanum. Nanam undo thanikk.,NOT
MA_YT544,@USER Entertainments (AE) odi nadannu ella comments num reply kodkan kure kashtapedunnundalle ðŸ˜’ðŸ˜’,NOT
MA_YT545,@USER Entertainments (AE) andi kunjine nondhuu..poi ammomede paal kudik kuttaa,OFF
MA_YT546,Varu nammuke museum varre povam,NOT
MA_YT547,"Entha abinayam ellaarum ...entha soundaryam ,knanaya monjathyy ,,,Oscar nomination nu kodkkaaaan njn URL paranjekkaaðŸ˜",OFF
MA_YT548,Eyy ath director brilliance ahn. Ahh chekkan and penn old generation ahn ahh thalla orkkunatha. Kandirikunnavrde kili parathan,OFF
MA_YT549,"@USER Metty metty matham , jathy thudagiyath manushyane akatan ula sadanagal mathramanu",NOT
MA_YT550,Same muthe..kashtakaalathinu aaa knaappanmaarde collegela padicheðŸ˜‚ðŸ˜‚ðŸ˜‚,OFF
MA_YT551,Ariyanpadillathond chodika.. enthutta ee kanakana.. ?,NOT
MA_YT552,Muri andiyude koode anno myre verum swapnam mathram.. Endogamous societyil pennungale pothuve kurava.. bomb pottikunna teams ingottu dialogue irakkale.. chummathe alalda palestineilum lokhathu evideyum ninte mathathinu pani kitunnathu.. ingottu malathiyaal angottuu muslim pooreee.. muhammed pedophile pari mone.,OFF
MA_YT553,@USER Entertainments (AE) Korech ulup edukate vayil adiche theram..pavathin nalla veshamam ondeee..aarum kaliyakal inne kettooo,OFF
MA_YT554,@USER Entertainments (AE) patti thayoli.. Nee aanane ee number il vilikk.. Ennit ninte details para.. Ninte veettil vannu kanam..ninak gun kanane athuvayitt varam.. License ulla colt.. 9910779252,OFF
MA_YT555,@USER John truth chindhiku manushyaa maranathe kurichu athinu shesham ulla jeevithathe kurichu paarambaryam alla kaarya sathyam aanu,NOT
MA_YT556,Athe avalude aadi aadi ulla samsaram ðŸ˜‚ðŸ˜‚,OFF
MA_YT557,Ingalu elladathum undallo â˜ºï¸ðŸ˜ƒ,NOT
MA_YT558,@USER shaz ne evidunnu varunneda marabhoothame,OFF
MA_YT559,Ighne poya Pacha thopURL trend aavulo nighll,OFF
MA_YT560,@USER & Moly njan kudittund...valiya mechamonnum illa....vellamadi aanu main...ðŸ¤­,NOT
MA_YT561,@USER & Moly eda maire odi nadannu theri vili kelkan nanamilley. Irangipodey avante kna yum kniyum!!,OFF
MA_YT562,Boban & Moly eda thallayoli... PÃ©ngale kettunna thaayolikal.. kanakuna poorikal,OFF
MA_YT563,@USER shaniya Aahda ellathiltum top aa,NOT
MA_YT564,@USER s athinum oro speciality okke undu mwone,NOT
MA_YT565,@USER Pkdv aarude teams ??? Enthaayaalum ithrayum varilla,NOT
MA_YT566,@USER s raktha shudhi parayarilla pakshe adimudi mathajeevikale njan kandittunde,NOT
MA_YT567,Enikku oru Muslim friend undairrinu.. avan Muslim annenu arrikaan cheythathu allahu akbarum vilichu kai vettan vannapol aanu.. annalum ivarude kunjale orthu aanu.. attam murichu kalayum.. enthoru cruelty.. aa torture okke karannam aagum.. ivanmaru okke ISIS trainingil okke pokunathu..,OFF
MA_YT568,Yaqobinte kastadivasam alle quranill parayunne,NOT
MA_YT569,ðŸ˜‚avan malayalam literaturin padikkuvaan !,NOT
MA_YT570,@USER S Kurian appoopan maranath alla setta...ammoomma cheyan samdhichila...pullikariku thadikarane aanu ishtm enu,OFF
MA_YT571,Chetanta appanta DNA allalla chetanta. Eppo URL,OFF
MA_YT572,Nadavili food inu alekuttan allayirunnu chetta.. kashttam,NOT
MA_YT573,Ture bro.... But ivanmar suriani polum.... ivanmarde irakkumati Aya parayunne..... Baru Mariam...song ivarde annu..... Tangal paranja Ella culture um Assyrian church of the east ilum erekure kanam. Ith marthoma nasranis nte ya. Knanaya karde vaka kallukudiyum..... blood relationship....theory um e ullu,OFF
MA_YT574,Venda bro thalel avum aa al monjathi.. URL moonjiya monjum kandirikkendi varum..,OFF
MA_YT575,Poliii Mindanallaa Macchhaaaaa ðŸ¤©,NOT
MA_YT576,"@USER Ridhu Njn ninte thallede perum adress um nokki angottu varam, mathiyo",OFF
MA_YT577,"@USER Ridhu Ninte veetil keri vannonnum kaanichillallo, podo",OFF
MA_YT578,Boban & Moly NINTE THALLAYODU JETTY OORI KUNIJU NILKKAN PARAYADA MYRE NJAN VANNU ADICHU POLICHU THARADA PANNA THAAYOLI KUNNA POORI MONE,OFF
MA_YT579,@USER & Moly VALLODATHU NINNUM VALINJU KAYARI VANNITTU KONAKKUNNODA MYRE NINTE THALLAYEYUM PENGALEYUM BHARYAYEYUM KUNDIYUM MULAYUM ADICHU POLICHU KALAYUM NJAN,OFF
MA_YT580,Bro ithu upload cheytha page vare delete cheythu ðŸ¤£ðŸ¤£ðŸ¤£,NOT
MA_YT581,Bomb pottikukayum kai vettunna ninte teamsinne kaatilum veliya dhuranthangalo? agane varan vazhi illa,OFF
MA_YT582,Crt aanu....njangade naatilum indo ethupole kure aalukal...,NOT
MA_YT583,@USER Ashraf ha ha arivilayma ninte maatram kuttam aane.. ðŸ˜‚ðŸ¤£ninakariyaatha othiri karyangal ind thaatha ee lokath,NOT
MA_YT584,@USER Sakkir penURL chhadi pova broðŸ˜†,NOT
MA_YT585,"Ini atul sajeev, URL arju, URL chekuthaan",NOT
MA_YT586,Avaru ethalum kanikkattadoo vittukala nammukku Enna chetham,NOT
MA_YT587,6 vayasu kariye pooshiya Muhammed kurichu oru short film ayallo?,OFF
MA_YT588,Kazhinja aazhcha alle setta oru birthday kazhinjath ðŸ˜‚,NOT
MA_YT589,Nee parayenda veliyil irangu nerittu kannam.. ninte veetil ullavarude thallayil 7.62 keri irrikumbbol nee vere onnum parayilla...,OFF
MA_YT590,Ninte veetil ninnu loan eduthittu alla myre njangal jeevikunnathu.. Njangal ningalude libertye hurt cheyunilla. njangal endogamy follow cheyunnu.. athu vere aarum affect cheyunilla. ee ubaid myrante matham kidukachi matham annallo.. 6 vayasu kariye pediURL myran annu muhammed... enna ee myran athu troll cheyathe.. andi murikunna ivarude acharam enna troll cheyaathe.. appol Islamophobia ennu karayum..,OFF
MA_YT591,Ichiri colour kuranjente sankadam ang maari kitti,NOT
MA_YT592,Parayunna aal national award vangiya aal annennu thinnunnu..... Onju podeyiii,OFF
MA_YT593,"Correct....south indian look aan ellathinum...ennit...avakasham parayunnath iraq(mesopotomia),israel ennum... Avar kelkanda....plane URL vann thallum",OFF
MA_YT594,@USER 15% Middle Eastern dna unde.. URL sunnathu cheyunnathu kondu prathegichu oru benefitsum illa URL enthina ningal athu oru kalyannam aakiyirrikunne? Oru kochu kunjinodu cheyunna kooratha alle athu?,NOT
MA_YT595,@USER Aaru paranju ente hindu kootukar 3'4 per sunnath cheythittond because of medical reasons..,NOT
MA_YT596,Ubaid inte pani trolllluka ennnullathan. Kaliyakkki aaaalaaavunnavvan,NOT
MA_YT597,That's ok . Pakshe pulli sudapURL muslim samudayathil ulla mandanmareyo trolliyathayi arivilla.,OFF
MA_YT598,@USER sajan njan aa accountinte aalu thanne annu.. trolling Muslims is not mainstream.. athu famous avarilla ayaal islamophobia ennu paranjondu varum.. christiansinneyum hindusineyum aanu ivory trollunnathu ettavum kooduthal,OFF
MA_YT599,@USER nanam avunnildoo anak oke kasttam thanne .bake christians ine kude parayeURL kasttamðŸ˜‚ðŸ˜‚,OFF
MA_YT600,@USER Joy niyokke entharinjitta kedannu comment adikkunne,NOT
MA_YT601,@USER nalla bothyathode thanne ann cmnt edunne.engane oru situation world nikumbolum alkre kond chiriURL erngi pode.kasttan,NOT
MA_YT602,@USER Joy ninga ningade Pani nokki pokko njangakku nanam illannu thanne koottikko. Avnte,NOT
MA_YT603,@USER athyam manushyanmar aye kanan padik ellaraium.be a human man.deyavathin madam elladoðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸,NOT
MA_YT604,@USER Joy njangal manushyarai thanneyanu ithreyum kalam jeevichittollathu,NOT
MA_YT605,Njangal valya sambavamanennu nadakkunnavarodu enikku puchame ollu,NOT
MA_YT606,Kottayathengandu oruthane roadilit vettiya team anu matha souhardha prasangakar...,OFF
MA_YT607,sathyam ellarum kanakka premuchu kalyanam kazhikkum ennittu Nathan mattum,NOT
MA_YT608,"Enikk kozhappamilla, pakshe avalumkoodi aalogikkanam.",NOT
MA_YT609,Veliyil irangi parayilla athinu ulla dairam onnum paalkupURL illa athu vere kariyam..,NOT
MA_YT610,"Knanakkary :""Monjathi knanakkariye kitty ennathil abimanikkam"" That boy :enth thengaya nee eeh parayunnath",OFF
MA_YT611,anthrogenica.com/showthread.php?2891-Kerala-Y-DNA-Distribution/page29 Muri andi Muhammed pedophile prathikunna myre inna vaa thurannu URL,OFF
MA_YT612,"@USER Ammu undu yeshuvinta shishymaraya Jacob,thomasiliha , arona kerlthil vannu evaryi Nathan mattiythu aveayi vachnu e differences unadyathu",NOT
MA_YT613,Swantham fanclubil ilathavare narakathil kathi chambalavan ayakkunna aal alle ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜ Veliya vithyasamonnum illa mone,OFF
MA_YT614,Ninte thalla chadi poyo ennu nokike? Alla aara ee paryunne panicker.oo pariiken ennu aanu better.,OFF
MA_YT615,Ithine kurichonnum parayandirikkunnathanu nallath,NOT
MA_YT616,Athu onnum enikku ariyilla nee oru muri andi ullavana ennu enikku ariyaam,OFF
MA_YT617,Muha. Muhammad nammude mammadhe pedophile. . Andiyude attam murikaan daivam paranjittu undo?,OFF
MA_YT618,Itrem chiriURL kannil chora illalo...avar serious ayi eduthe anelum namuku nalla comedy arunalloðŸ˜‚ðŸ˜‚,NOT
MA_YT619,Avakashapedal mathrullu atho vela vasthavam undoðŸ˜‚,NOT
MA_YT620,@USER P. Roy Ath over aayi pooyi paranjath. No racism (avaroodum paadilla ennan paranjathðŸ˜†),NOT
MA_YT621,@USER china samshayam aan.. appo ii joodanmaar vere matham aanallo appo engane christhyaani aakum?,NOT
MA_YT622,Avan dialisis cheyyendi varum,NOT
MA_YT623,ath sheriyanallo!!!!chinthikkendiyirikkunnuðŸ˜‚ðŸ˜‚,NOT
MA_YT624,Ariyand oru vedi vechath maree poyatha brooðŸ˜‚ðŸ˜‚ðŸ˜‚pne ellam engane aye poye,OFF
MA_YT625,Njangade kannil unniyanu papURL,NOT
MA_YT626,"Tharaloo,thirichum cheyyane",NOT
MA_YT627,Enthina ningalude mathathil andi murikunnathu? 72 virginsinne swargathil kittumo?,OFF
MA_YT628,Ninte thandaaa panduuu korechu myre parekyaan poyaaarnuu Unni.Athil kaanum eee myre.,OFF
MA_YT629,Paavam aa chknte kili poyeenn thonnan history kettitt ðŸ˜‚ðŸ˜‚ After *Le boy: pullu parayandarnnðŸ˜ª,NOT
MA_YT630,@USER ___ bro athu oru online compation nu vendi shoot cheithathaanu...allathe vere onnum udhesichalla...viral aayappol sangadakaru thanne athu delete um cheithu..,NOT
MA_YT631,Swalpam koodi maryadakk... swantham mathamonnu nannakk aadhyam... ningde pennungle vere madhathil ninnu kettumbol aara theetam thinnikal ennu kaanam,OFF
MA_YT632,Mariyadamma atukutti mariyanamauda soopupatti ena pattu kudi orma varumude,NOT
MA_YT633,Ayoo ente monjathii engney allaa..ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,NOT
MA_YT634,Harshad Muhammad just ezhuthiyenneyullu mashe! Kshemi:),NOT
MA_YT635,South indian yahoodan... kunnamkulam yahoodan ennum parayaam,OFF
MA_YT636,Ayyo athine ewanokke muttidikkum.. Ewante okke teamil ullavar vere mathathil poy kettiya kaanam baaki kadha,OFF
MA_YT637,@USER Cleatus paramamaya sathyam,NOT
MA_YT638,@USER luke thonni..Nana ayirikkum ennuðŸ˜‚,NOT
MA_YT639,@USER lople travelogue oru k yum koode onde,NOT
MA_YT640,Nammal malayalikal alla avaruda aaanugala okka pallil achan aaakkki kanum URL parayanoo,OFF
MA_YT641,Neeyidh enna mayira ee paryane,OFF
MA_YT642,Comedykk edayilum like tendan oro myranmar.,OFF
MA_YT643,@USER URL enthinte idel venam thendaan . Ningalode vannu njn paranjonnum illallo soukaryam unde math i,OFF
MA_YT644,Bhaki ullavarude blood impure anno. Enthu durantam aanu hai,NOT
MA_YT645,Athu sheriya but avar arum royal blood ennu vechu thallilaðŸ˜Š,NOT
MA_YT646,Angane 500k aavan pokunnu!! Advance congratulations ikka,NOT
MA_YT647,Ororo malarukal... MesoPOTAMIYOLI... ðŸ¤£ðŸ¤£ðŸ¤£,OFF
MA_YT648,"Ellaarum inganaanu bro... ethenkilum oru muslim penkuttiye anya mathasthanu kettichu kodukkan avar sammathikumo?? Hindus sammathikumo??? Undaakaam.. 1% -thilum thazhe... ellarum avanavante jathiyeyum mathatheyum valuthaaki parayum, anyan parayumpo parihasikkum..... ethu valya trollen-um anginethanne..... URL ethraalkkar aa penkuttiye polum puchikkunnu.. avalde niram, look oke paranju... mattaaro ndaaki kodutha oru script aval cheythunnalle lloo... So, evdinganaanu bhai...... ellam pakal maanyanmar.",NOT
MA_YT649,"@USER Thomas dont worry..... appo namukkathine ""maapURL ðŸ˜„ðŸ˜„ðŸ˜„ kuru"" nnum paraya bro..... coz, almost everyone has that ""kuru""... ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",OFF
MA_YT650,Athrakkk Artificial ayindðŸ¤ªðŸ¤ªðŸ¤ª,NOT
MA_YT651,"Otta nottathil thirichariyanno? Nku athu manasilayilla, njn kottayathu padikan vanna samayathu avde aduthulla pallliyil hstlil nu qurbanaku pokumayirunn pnee nte roommate paranjanu athoru knanaya palli aanu ariyunne thanne",NOT
MA_YT652,Mathamo jaathiyo alla manushyathwam aanu valuthu anna thiricharivu evarkkokkae appozhanavo varikaðŸ¤”,NOT
MA_YT653,~Le RC me ithend?? Avar originelu numma duplicateuma??? ðŸ˜¬ ang Pallil poyi paranja maty ðŸ˜‚veruteyane..,NOT
MA_YT654,Angane paranjuda mmale oke thavid kodoth vangithaðŸ˜‚ðŸ˜‚,NOT
MA_YT655,@USER Palackatharayil enikarinpaadila... Njan RC Aaanenn matro enikariya,NOT
MA_YT656,Monchathi ? Mirrorille veettil ? Vrithiketta Olippeeru,OFF
MA_YT657,Kalakki ubaid.ivark ithu valare aavashyam aarunnu..,NOT
MA_YT658,Incest and endogamy difference ariyatha myran.. poyi oru pusthakam vayikeda.. ninte veetil ayyirrikum ninte pengale pannunathu nee.. allel thalle.. patti kazhuveri mone..,OFF
MA_YT659,Kodukkada avanike oru national award ðŸ˜ƒðŸ˜‚,NOT
MA_YT660,Vamshanaasha bheeshani kondu aano evar ee video eduthath?!,NOT
MA_YT661,Thomson villa enna movieyil njan knditund ee vibagam..adopt cheytha kuttye vamsha shudhiyilla ennathukond thirich veendum orphanage il aakunna movie...swantham chorayil swabavikamayi janichath mathram vamsha shudhi,OFF
MA_YT662,URL areya ivaru viswasikkunne,NOT
MA_YT663,Eganaaaam undo dhuridhagal ðŸ˜ðŸ˜ŠðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,NOT
MA_YT664,"Racial purity kaathusookshikkunnavaraanenkil ivarkkengane Indian looks kittiðŸ˜²,?",OFF
MA_YT665,10thile Social classil poyi irunnapoleyundðŸ˜‚ðŸ˜‚ðŸ˜‡ðŸ˜‡,NOT
MA_YT666,Muslimsineyum Hindukkaleyum kaliyakkunna videos dhairyamundel idadaðŸ˜…,OFF
MA_YT667,Fariz ne miss cheyyunnavar undo?,NOT
MA_YT668,Teacher question chothikkumbo answer parayunna pole Indu dialogue presentation ðŸ™„ðŸ™„ðŸ™„,NOT
MA_YT669,"Ivareyanu pachamalayalathil ""charam vaarikal"" allengil ""charam kettikal"" ennu vilikkunnathu. Poorvikarkku alakkayirunnathre joli.",OFF
MA_YT670,Oo aa kalaye kola yaaki ðŸ˜‚,NOT
MA_YT671,Aaadyam aa chekkanitta kodukkendath.. Aa monjathiye propose cheyyaan poyeen ðŸ˜ªðŸ˜ŒðŸ˜‚,OFF
MA_YT672,Ithinte aada Kadha prasangam ano?,NOT
MA_YT673,Santhosh pandit ji .......angayude vila Ippol manassilakkunnu....ningal valiyavananu......ðŸ˜‚ðŸ˜‚ðŸ˜‚,NOT
MA_YT674,Nii theruvvuu. ðŸ• Anooo.,OFF
MA_YT675,Mariyathak vaanam adikuvarunu.. ivalude oke mokham kandu athum poi,OFF
MA_YT676,Ithellam as velathide makkal alliyo???,OFF
MA_YT677,Athukond enn alla ayin enn para,NOT
MA_YT678,Poyi innathe dhivasam poyi,NOT
MA_YT679,"Bhoomil illapo veno vaashi , poville naam ellam kaiyum veeshiðŸ˜‚ðŸ˜‚",NOT
MA_YT680,Enthelum kuttangalum kuravukalum undennu swayam thonnunnavaranu thangal valya kemanmaranu ennu meni paranju nadakkarullath .,NOT
MA_YT681,Entte mwoooooneðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ¥´,NOT
MA_YT682,Ennu vech ingane samudaya vargeeyatha kuthi nirakkunathinu oru limit idande,NOT
MA_YT683,Muri andi monjenn ethiyallo,OFF
MA_YT684,Verum Andi oombiya moontha second pennu,OFF
MA_YT685,"aalichan andi potte ninakkokke swanthamayittu oru montha engilumundo,",OFF
MA_YT686,Mattorale kettiyal viswasam pokumo??? Alla iwarokke ethu vakela yehudhan aayathu,OFF
MA_YT687,Evanmarkonnum oru kalabodhavumilleðŸ˜€,NOT
MA_YT688,njaan karudhi ee type pondhaas..THANSEER KOOTHPARAMB teamzz maathree ollooo nn idh ippo cancer pole padarnn URL,OFF
MA_YT689,Ath angine kure kanaa konaa teams...ðŸ˜ðŸ¤ªðŸ˜œ,NOT
